context_id,length,total_samples,eligible_sequences,terminated_before_length,canonical_sequences,noncanonical_sequences,canonical_percentage,canonical_ci95_low,canonical_ci95_high
dataset-002,128,16,16,0,10,6,62.5,38.64104054550271,81.51876744113636
dataset-002,256,16,16,0,3,13,18.75,6.591599071428142,43.008880961974135
dataset-002,384,16,15,1,2,13,13.333333333333334,3.736125910306537,37.881982832322365
dataset-002,512,16,14,2,2,12,14.285714285714286,4.009392127146497,39.941379496970356
dataset-002,640,16,14,2,1,13,7.142857142857143,1.272221524789094,31.468704424151117
dataset-002,768,16,14,2,0,14,0.0,0.0,21.531080273763582
dataset-002,896,16,13,3,0,13,0.0,0.0,22.80953723541984
dataset-002,1024,16,13,3,0,13,0.0,0.0,22.80953723541984
dataset-003,1,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,2,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,3,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,4,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,5,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,6,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,7,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-003,8,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
dataset-003,9,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
dataset-003,10,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
dataset-003,11,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,12,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
dataset-003,13,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,14,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,15,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,16,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,17,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,18,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,19,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,20,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,21,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,22,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,23,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
